1.01802,0.758678,0.560052,2.08878
1.35139,0.966072,0.781139,2.30868
0.987964,0.646223,0.390214,0.70194
0.732906,1.66716,0.550824,0.668687
0.874222,1.90976,1.07025,0.242729
0.979336,1.13369,0.793482,1.32368
0.579596,1.12246,0.891108,0.763403
0.451047,0.767809,0.585678,0.350692
0.796759,0.812124,0.885201,3.70136
1.4333,0.489763,0.9231,0.905932
1.04287,0.951545,1.02851,1.07605
0.936882,0.877688,0.615443,0.481412
1.1382,1.58155,0.984015,0.774338
0.794313,0.702144,0.555713,0.409344
1.15351,1.2133,0.36316,0.398187
0.759115,0.496174,1.15927,1.7319
1.39411,2.18096,0.906459,0.979591
0.892764,0.937068,0.576682,0.488499
0.809005,0.794882,1.20772,1.18637
1.30856,2.00837,1.1623,0.624943
1.26008,2.10954,1.03412,4.47402
0.789752,1.33987,0.635986,1.19205
1.07705,0.860391,1.07339,2.56308
0.650144,0.592265,0.711256,0.725477
0.753877,2.21538,1.10844,0.631245
1.94189,1.55997,1.53669,1.14022
0.84591,0.757582,0.719271,1.02664
0.91492,3.55663,0.851862,0.99006
0.517711,2.0943,0.481488,0.641733
1.01852,1.51211,0.708899,1.09514
1.18516,1.53916,0.93789,0.90084
1.01002,0.351439,0.675035,1.02495
0.954938,0.860439,0.678187,1.28804
0.677791,1.0874,0.773873,1.05301
1.8126,1.41686,1.76378,2.04658
1.06555,1.0648,0.376558,0.756518
3.14482,1.30745,1.28693,0.969839
0.785402,0.900271,3.41396,1.50556
1.57079,1.62841,1.2766,1.25534
1.0021,1.25533,5.06821,1.38585
0.466159,0.627411,1.24593,0.81549
0.453495,0.743139,1.9601,1.26125
0.648817,0.93055,0.76624,0.689526
0.542054,0.660129,1.53492,0.364383
0.696241,1.26516,1.36414,1.01561
0.759758,0.433356,1.62578,0.633186
0.978881,0.794095,0.757517,1.01413
1.14429,0.964462,1.23346,1.52535
0.883498,0.941069,0.775676,1.04212
0.45735,0.720842,1.51159,0.535818
0.711917,1.83456,2.27083,1.12488
0.66835,0.623912,1.36875,0.891047
0.747263,0.593339,0.730536,1.07971
0.551463,0.689344,0.797397,0.686516
0.778907,1.16803,2.15533,0.700229
0.867934,0.788428,1.69015,0.660564
1.1852,1.17828,3.35094,1.17364
0.983187,0.658858,2.26516,0.811792
0.570411,0.352235,1.03213,0.598828
0.989837,1.34377,0.780951,0.925424
0.81982,0.689688,1.44174,0.557283
0.659016,0.377086,1.74729,0.831502
0.868992,0.925502,2.21665,0.640479
0.494248,0.843427,1.90709,0.805043
0.712557,1.22891,4.66584,0.742648
0.956646,0.969398,2.57651,1.81889
1.13013,0.794894,2.93598,0.709993
0.668436,1.08524,2.88439,1.14
0.626141,0.798835,2.03969,0.517022
0.547841,0.588527,1.86302,0.85809
1.10685,0.630148,0.7768,0.480668
1.26115,1.1022,0.769761,0.546654
0.766256,0.538806,0.995214,0.824999
1.15023,0.751144,0.885441,0.39747
0.685898,0.454895,0.607401,0.335253
0.849539,0.503074,0.729431,0.73479
1.5375,1.62097,1.63594,2.15489
0.411717,0.316526,0.68988,0.78367
0.729192,0.330965,1.09036,0.981093
1.60736,0.598915,1.5024,1.10226
0.498343,1.04408,1.42336,1.06842
0.703065,0.469205,1.15322,0.818089
0.525466,0.833197,0.893026,1.02723
2.18528,1.61565,1.3644,1.12141
0.640938,1.15679,1.63416,0.718922
1.01636,0.689185,0.934717,1.48303
1.13366,0.773548,1.7683,2.22299
0.571065,0.515198,0.699173,0.633569
0.366891,0.613559,0.528802,0.773333
0.539112,0.73483,1.14495,0.988759
0.737912,0.670221,1.31437,0.883957
0.665872,0.813007,0.877356,0.369947
0.43665,0.533857,1.09767,0.511757
0.60662,0.801554,1.33951,0.997883
0.708666,0.375291,1.50944,0.741022
1.00166,1.40295,1.83882,1.38071
0.838996,0.96214,0.467202,0.553121
0.579204,0.695693,1.19257,1.83117
0.322903,0.341999,1.16409,0.844929
0.630514,0.431947,1.11951,1.07088
0.804104,0.775712,2.06151,1.75182
0.203464,0.454563,1.18736,0.506444
1.41565,0.895345,1.91395,1.03234
0.796698,1.61527,2.18715,2.26725
1.0636,0.762823,1.39992,0.621341
0.898456,0.628614,0.421189,0.603395
0.595599,0.512484,0.317212,0.482394
0.595126,0.454538,0.536295,0.506439
0.555574,0.574255,0.411173,0.557122
0.479769,0.550979,0.353542,0.497183
0.413679,0.525977,0.338805,0.486155
0.438392,0.510437,0.749273,0.344068
0.351754,0.201609,0.300772,0.288816
0.534549,0.491826,0.381743,0.302122
0.400983,0.605651,0.553126,1.28428
0.847701,1.86754,0.850498,0.771747
0.581348,0.746775,0.595579,0.596044
3.0428,2.92605,1.59644,0.856586
0.781957,0.514725,0.875763,1.13927
0.614544,1.13997,0.833334,1.00911
1.11186,1.62777,0.506181,2.35183
1.0454,1.15625,0.773581,0.444671
0.959554,0.622191,0.61686,0.748187
1.04503,0.741413,0.87437,0.818347
0.37845,0.756733,0.324095,0.440092
1.9279,0.323154,1.3207,0.358051
2.45304,0.50262,1.67221,1.30208
1.12855,0.396812,0.466893,0.378917
0.593193,0.98748,0.72308,0.476752
0.874859,4.72972,2.71992,2.88831
1.91553,2.55778,1.1431,0.725057
1.98867,0.19083,0.432481,0.237733
1.80625,2.58247,3.277,1.00976
1.9185,2.11205,0.969621,3.41223
1.00713,1.51639,0.995588,1.06849
0.561589,0.525264,0.523261,0.241413
0.938689,0.813522,0.911364,0.825197
0.750415,0.541594,0.511204,0.686905
0.496021,0.558026,0.726605,0.889743
0.427435,0.442179,0.618276,0.542779
1.65453,0.579655,1.12643,0.504724
1.90191,1.14408,1.24,0.759197
0.468487,0.565958,0.934551,0.967089
0.848084,0.520832,0.714377,0.993743
2.75428,1.52116,1.58949,0.643526
0.638919,0.48385,2.44132,1.11271
0.392355,0.576217,2.99724,0.77546
0.630056,0.560351,2.09308,0.373631
0.382629,0.850945,3.39495,1.22302
0.689512,0.477879,1.33838,0.564782
0.379926,0.39509,1.36697,0.501592
0.54051,0.477225,1.0918,1.06596
0.611199,0.822116,2.0595,0.756286
0.527189,0.685151,2.62262,0.848445
0.519118,0.38095,4.11392,0.521027
0.729012,0.621736,1.07684,0.619489
0.327725,1.05939,1.58474,0.786597
0.416449,0.695748,1.09684,0.716158
0.963957,1.77977,3.66945,1.05815
0.606742,0.860592,1.03987,0.553545
1.15734,0.408313,2.40917,0.674485
1.15155,0.988499,3.32179,1.73882
0.477227,1.39107,3.56369,1.01581
0.326467,0.585756,1.42015,0.765302
0.384443,1.38213,2.81118,0.824789
1.05325,0.642823,3.02074,1.1116
0.348262,0.154276,1.22455,0.569069
0.432744,0.685239,1.80644,0.693937
0.644103,0.715452,1.55322,0.936765
0.443526,0.357698,1.94651,1.00488
0.763328,1.15076,4.39806,1.12553
0.41665,0.449152,1.14471,0.709912
0.808915,0.871932,3.24972,1.12403
0.54016,1.10977,1.61851,1.01001
0.694151,0.961731,2.65289,0.684393
0.350396,0.554913,1.4012,0.496004
0.340614,0.301774,0.74093,0.43612
0.411033,0.913299,2.07667,0.951572
0.37116,0.452658,1.41782,0.679048
0.343957,0.435107,1.17708,0.493573
0.313099,0.387756,1.666,0.637235
0.414028,0.47285,1.41056,0.404821
1.59499,0.785514,3.44761,1.30694
0.458025,0.370321,1.00142,0.556014
0.217508,0.428662,1.51287,0.35858
0.919741,0.117799,0.132385,0.176016
0.76943,0.28392,0.096604,0.159632
0.774023,0.107857,0.222995,0.239206
0.797075,0.261792,0.356806,0.172989
0.878442,0.269127,0.321483,0.309516
1.03682,0.275423,0.581857,0.763479
1.36461,0.427123,0.661642,0.759732
0.562596,0.517854,0.543507,1.10606
0.97893,0.312691,0.45564,0.522677
0.880701,0.152103,0.148718,0.297895
1.26213,0.375231,1.1035,1.11747
1.31723,0.551834,0.983438,1.73224
0.276651,0.915775,0.181505,0.347551
0.932468,0.252717,0.350082,0.610051
1.04306,0.810994,0.448444,0.888512
1.33736,0.479577,0.459407,0.696264
1.03724,0.340959,0.411104,0.61679
1.22096,1.42622,0.349002,1.26813
0.275676,0.925494,1.05265,0.9948
0.309813,0.46201,0.587378,1.09753
0.720741,0.973936,0.484626,0.247643
1.11597,1.23142,0.921834,0.648687
0.187646,0.914487,0.431516,0.246248
1.07938,0.849653,0.296703,0.188874
1.01607,0.763139,0.498702,0.334266
0.923578,0.981477,0.14071,0.25382
0.778451,0.864001,0.43014,0.498863
1.1071,0.871771,0.754425,0.585112
0.937346,0.758241,0.433926,0.336124
1.06568,0.848614,0.684077,0.322654
0.663131,0.228651,0.289357,0.195789
0.738981,0.267011,0.228527,0.242293
0.773386,0.390281,0.329852,0.498207
1.18627,0.483466,0.515568,0.66164
1.05681,0.279804,0.418153,0.295968
0.619304,0.303337,0.311064,0.281984
0.644325,0.212392,0.250922,0.468208
0.817095,0.181879,0.33125,0.202126
0.824296,0.379548,0.439792,0.415957
0.931499,0.303753,0.418589,0.198036
